URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,9.0,36.0,-0.599999986666667,0.05597014918411673,13.407407407407407,0.494475138121547,5.560753018211582,13.407407407407407,358.0,724.0,2.6906474820143886,1.0,7.298342541436464
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,17.0,29.0,-0.2608695595463139,0.06216216207815924,12.357142857142858,0.5144508670520231,5.148637489677952,12.357142857142858,356.0,690.0,2.7255474452554744,1.0,7.402898550724638
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,29.0,51.0,-0.27499999656250007,0.09768009756083017,13.2,0.5041322314049587,5.481652892561984,13.2,366.0,725.0,2.70042194092827,2.0,7.315862068965517
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,20.0,21.0,-0.024390243307555043,0.0679933663880707,14.923076923076923,0.4879725085910653,6.164419772667196,14.923076923076923,284.0,581.0,2.626086956521739,8.0,7.139414802065405
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,52.0,47.0,0.050505049994898486,0.09410646378887218,12.525641025641026,0.4564994882292733,5.19285620554812,12.525641025641026,446.0,973.0,2.5569620253164556,3.0,6.830421377183967
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,25.0,39.0,-0.21874999658203131,0.057761732799854026,13.736842105263158,0.4846743295019157,5.688606573906029,13.736842105263158,506.0,1044.0,2.6563146997929605,3.0,6.853448275862069
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,28.0,25.0,0.056603772516909956,0.09347442664290224,20.724137931034484,0.3161397670549085,8.416111079235758,20.724137931034484,190.0,601.0,2.289198606271777,43.0,6.121464226289517
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,40.0,65.0,-0.23809523582766443,0.08515815078251568,15.273972602739725,0.4834080717488789,6.302952269795442,15.273972602739725,539.0,1113.0,2.6338546458141674,8.0,7.187780772686433
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,37.0,52.0,-0.16853932394899637,0.11166875770179578,9.395061728395062,0.4073587385019711,3.920968186758813,9.395061728395062,310.0,752.0,2.466755319148936,8.0,6.558510638297872
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,12.0,14.0,-0.07692307396449716,0.06860158293244965,13.708333333333334,0.5167173252279635,5.690020263424519,13.708333333333334,170.0,329.0,2.973941368078176,2.0,7.759878419452887
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,50.0,91.0,-0.29078013978170114,0.087523277413083,14.49,0.4610075914423741,5.98040303657695,14.49,668.0,1446.0,2.522085445329471,7.0,6.853388658367911
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,38.0,64.0,-0.2549019582852749,0.12028301872608134,13.073529411764707,0.3925759280089989,5.3864421359094825,13.073529411764707,349.0,882.0,2.3888255416191564,35.0,6.445578231292517
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,37.0,66.0,-0.28155339532472434,0.0856905157356984,10.852941176470589,0.4598012646793135,4.525096976459961,10.852941176470589,509.0,1103.0,2.5632075471698115,13.0,6.770625566636446
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,44.0,78.0,-0.2786885223058318,0.10312764150200536,13.987804878048781,0.47602441150828245,5.785531715822826,13.987804878048781,546.0,1145.0,2.6001788908765655,8.0,6.94585152838428
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,24.0,41.0,-0.261538457514793,0.08376288648999627,11.94915254237288,0.4666666666666667,4.96632768361582,11.94915254237288,329.0,702.0,2.680365296803653,8.0,6.918803418803419
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,61.0,17.0,0.56410255687048,0.06215139437278773,16.863636363636363,0.5157232704402516,6.951743853630646,16.863636363636363,574.0,1111.0,2.7398523985239853,3.0,7.301530153015301
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,20.0,24.0,-0.09090908884297526,0.06557377039407784,16.63888888888889,0.48414023372287146,6.849211649044705,16.63888888888889,290.0,598.0,2.694589877835951,4.0,7.127090301003345
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,48.0,85.0,-0.2781954866301091,0.1298828123731613,13.285714285714286,0.4827956989247312,5.507403993855608,13.285714285714286,449.0,926.0,2.6929046563192904,8.0,7.142548596112311
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,12.0,17.0,-0.17241378715814526,0.08868501501931188,14.842105263157896,0.5283687943262412,6.148189622993655,14.842105263157896,149.0,281.0,2.8772563176895307,3.0,7.715302491103203
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,14.0,7.0,0.3333333174603182,0.03947368413632766,14.333333333333334,0.49471458773784355,5.931219168428472,14.333333333333334,234.0,472.0,2.8067415730337077,2.0,7.254237288135593
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,27.0,57.0,-0.35714285289115655,0.06719999994624,20.8,0.4326923076923077,8.493076923076924,20.8,495.0,1144.0,2.7416137805983682,3.0,7.170454545454546
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,85.0,32.0,0.4529914491197312,0.09435483863358479,14.960526315789474,0.4890061565523307,6.179812988936722,14.960526315789474,556.0,1132.0,2.6216457960644006,1.0,7.115724381625442
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,31.0,22.0,0.16981131755072987,0.052268244524390294,13.194029850746269,0.48755656108597284,5.472634564732896,13.194029850746269,431.0,882.0,2.7330210772833725,7.0,7.224489795918367
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,30.0,19.0,0.22448979133694305,0.08126036470769425,17.612903225806452,0.5824175824175825,7.278128323289614,17.612903225806452,318.0,546.0,2.91214953271028,1.0,7.688644688644689
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,11.0,10.0,0.04761904535147403,0.052896725307564924,21.533333333333335,0.544891640866873,8.831289989680084,21.533333333333335,176.0,322.0,2.971518987341772,5.0,7.667701863354037
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,10.0,7.0,0.17647057785467188,0.04941860450750406,15.95,0.4231974921630094,6.549278996865204,15.95,135.0,318.0,2.621794871794872,8.0,6.952830188679245
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,4.0,16.0,-0.5999999700000015,0.05347593568589322,16.789473684210527,0.54858934169279,6.935225210361327,16.789473684210527,175.0,319.0,2.921311475409836,5.0,7.667711598746082
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,8.0,7.0,0.06666666222222252,0.04746835428016344,18.928571428571427,0.4830188679245283,7.764636118598382,18.928571428571427,128.0,265.0,2.868,4.0,7.290566037735849
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,9.0,11.0,-0.09999999500000024,0.06779660993967251,13.15,0.5741444866920152,5.489657794676806,13.15,151.0,263.0,3.0155038759689923,7.0,7.809885931558935
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,12.0,3.0,0.5999999600000027,0.05084745745475438,12.578947368421053,0.49372384937238495,5.229068487117376,12.578947368421053,118.0,239.0,2.9909090909090907,1.0,7.502092050209205
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,18.0,51.0,-0.47826086263390055,0.09596662017250818,12.622641509433961,0.4588938714499253,5.232614152353555,12.622641509433961,307.0,669.0,2.616,1.0,6.85949177877429
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,9.0,20.0,-0.37931033174791956,0.06937799026464596,18.38095238095238,0.47150259067357514,7.540981988650383,18.38095238095238,182.0,383.0,2.696236559139785,4.0,7.154046997389034
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,41.0,69.0,-0.254545452231405,0.08914100478999917,13.206896551724139,0.5187119234116623,5.490243390054321,13.206896551724139,596.0,1148.0,2.7396021699819166,1.0,7.117595818815331
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,9.0,24.0,-0.45454544077135034,0.06534653452406627,12.64864864864865,0.48717948717948717,5.254331254331255,12.64864864864865,228.0,467.0,2.6884531590413943,2.0,7.282655246252677
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,15.0,11.0,0.15384614792899431,0.04823747671941099,13.763157894736842,0.5066921606118547,5.707940022139479,13.763157894736842,265.0,520.0,2.687984496124031,3.0,7.523076923076923
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,25.0,27.0,-0.03846153772189351,0.07580174916063885,11.224137931034482,0.49923195084485406,4.689347952751734,11.224137931034482,325.0,649.0,2.704225352112676,10.0,7.534668721109399
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,39.0,12.0,0.5294117543252598,0.06035502951437274,13.258620689655173,0.5071521456436932,5.5063091341195465,13.258620689655173,390.0,769.0,2.710280373831776,2.0,7.219765929778934
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,30.0,46.0,-0.21052631301939062,0.08745684684987705,10.285714285714286,0.5303030303030303,4.326406926406927,10.285714285714286,420.0,792.0,2.693196405648267,3.0,7.079545454545454
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,33.0,3.0,0.8333333101851859,0.07392197110077624,15.033333333333333,0.5764966740576497,6.243932002956393,15.033333333333333,260.0,449.0,2.9414414414414414,1.0,7.926503340757239
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,37.0,41.0,-0.0512820506245891,0.10222804704819391,10.420289855072463,0.48261474269819193,4.361161839108262,10.420289855072463,347.0,716.0,2.6582278481012658,9.0,7.10754189944134
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,70.0,31.0,0.3861386100382316,0.074648928252292,15.395061728395062,0.5589414595028067,6.381601275159148,15.395061728395062,697.0,1247.0,2.8265139116202946,2.0,7.484362469927826
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,61.0,36.0,0.25773195610585614,0.09958932227968242,12.0,0.4560810810810811,4.982432432432432,12.0,405.0,883.0,2.5648679678530426,7.0,6.826727066817667
91,https://insights.blackcoffer.com/human-rights-outlook/,69.0,37.0,0.3018867896048416,0.08818635599984495,12.55056179775281,0.5666965085049239,5.246903322503094,12.55056179775281,633.0,1112.0,2.8099547511312215,3.0,7.486510791366906
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,67.0,22.0,0.5056179718469891,0.0888223552007761,11.459770114942529,0.4483450351053159,4.763246060019138,11.459770114942529,447.0,992.0,2.6110542476970315,18.0,6.776209677419355
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,61.0,23.0,0.45238094699546494,0.07167235488765157,12.882352941176471,0.4657534246575342,5.339242546333602,12.882352941176471,510.0,1087.0,2.6150943396226416,13.0,7.009199632014719
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,48.0,22.0,0.37142856612244907,0.07999999990857143,13.474576271186441,0.47924528301886793,5.581528621682124,13.474576271186441,381.0,790.0,2.611749680715198,19.0,7.093670886075949
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,30.0,12.0,0.4285714183673472,0.06907894725480436,10.84,0.4870848708487085,4.530833948339484,10.84,264.0,538.0,2.6571969696969697,8.0,7.176579925650557
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,41.0,13.0,0.5185185089163239,0.09591474228079086,13.1,0.4541984732824427,5.4216793893129775,13.1,238.0,523.0,2.521484375,3.0,6.871892925430211
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,70.0,39.0,0.2844036671155627,0.07927272721507438,14.6,0.4878234398782344,6.035129375951294,14.6,641.0,1308.0,2.678044996121024,10.0,6.926605504587156
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,50.0,61.0,-0.09909909820631443,0.07811400416740745,11.682692307692308,0.4683127572016461,4.860402025957582,11.682692307692308,569.0,1208.0,2.542358803986711,2.0,6.96523178807947
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,40.0,20.0,0.3333333277777779,0.07042253512861205,13.576271186440678,0.5568039950062422,5.6532300725787685,13.576271186440678,446.0,798.0,2.8666666666666667,9.0,7.636591478696742
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,34.0,28.0,0.09677419198751304,0.06609808095298712,11.246753246753247,0.45958429561200925,4.682535016946103,11.246753246753247,398.0,865.0,2.633093525179856,7.0,6.7965317919075146
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,62.0,23.0,0.4588235240138409,0.09139784936408833,11.925,0.4863731656184486,4.9645492662473805,11.925,464.0,951.0,2.658536585365854,33.0,7.052576235541535
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,68.0,21.0,0.5280898817068552,0.0835680750389032,11.68235294117647,0.4944612286002014,4.870725667910669,11.68235294117647,491.0,990.0,2.734294541709578,12.0,7.16060606060606
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,29.0,0.0,0.9999999655172426,0.060165974978908764,16.653846153846153,0.558891454965358,6.885095043524605,16.653846153846153,242.0,433.0,2.9295774647887325,1.0,7.635103926096997
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,84.0,39.0,0.3658536555621654,0.12799167520500346,88.91666666666667,0.45173383317713217,35.747360199937525,88.91666666666667,482.0,1067.0,2.5383877159309023,16.0,6.696344892221181
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,21.0,0.0,0.9999999523809546,0.03602058312860963,10.979591836734693,0.550185873605948,4.611911084136256,10.979591836734693,296.0,536.0,2.8109640831758034,1.0,7.492537313432836
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,18.0,6.0,0.4999999791666675,0.0402684563082744,11.866666666666667,0.5692883895131086,4.974382022471911,11.866666666666667,304.0,534.0,2.8697318007662833,1.0,7.870786516853933
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,4.0,3.0,0.1428571224489825,0.027237353979621192,21.727272727272727,0.5523012552301255,8.911829593001142,21.727272727272727,132.0,239.0,2.939914163090129,3.0,7.849372384937238
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,28.0,69.0,-0.42268040801360407,0.09948717938514136,14.564516129032258,0.5138427464008859,6.031343550173258,14.564516129032258,464.0,898.0,2.6519274376417235,3.0,7.101336302895323
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,21.0,15.0,0.16666666203703717,0.06132879035548758,14.833333333333334,0.47752808988764045,6.1243445692883896,14.833333333333334,255.0,534.0,2.692607003891051,4.0,7.0543071161048685
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,59.0,38.0,0.21649484312891915,0.08213378485848112,11.536842105263158,0.46441605839416056,4.800503265462928,11.536842105263158,509.0,1091.0,2.6265060240963853,10.0,7.003666361136572
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,43.0,3.0,0.8695651984877131,0.08534322804203483,10.16326530612245,0.5441767068273092,4.282976805179904,10.16326530612245,271.0,498.0,2.7741273100616017,5.0,7.431726907630522
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,9.0,1.0,0.7999999200000081,0.025906735684179442,17.0,0.4649859943977591,6.985994397759104,17.0,166.0,357.0,2.7236467236467234,1.0,7.11484593837535
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,26.0,7.0,0.5757575583103771,0.05263157886342651,14.948717948717949,0.483704974271012,6.172969169195585,14.948717948717949,282.0,581.0,2.6084656084656084,5.0,6.889845094664372
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,17.0,8.0,0.35999998560000057,0.05341880330466068,16.32,0.5073529411764706,6.730941176470589,16.32,207.0,407.0,2.9045226130653266,2.0,7.452088452088452
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,19.0,8.0,0.4074073923182447,0.0760563378139258,10.125,0.5339506172839507,4.26358024691358,10.125,173.0,321.0,2.9435736677115987,1.0,7.725856697819315
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,9.0,0.0,0.9999998888889013,0.03488372079502434,15.785714285714286,0.5701357466063348,6.542340012928249,15.785714285714286,126.0,221.0,3.050925925925926,3.0,8.049773755656108
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,27.0,37.0,-0.15624999755859378,0.10322580628511967,9.474576271186441,0.42397137745974955,3.959419059458476,9.474576271186441,237.0,552.0,2.553345388788427,14.0,6.811594202898551
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,12.0,2.0,0.7142856632653098,0.05405405384535114,16.714285714285715,0.5256410256410257,6.895970695970696,16.714285714285715,123.0,233.0,2.8815789473684212,2.0,7.527896995708154
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,37.0,10.0,0.5744680728836581,0.07966101681413387,12.113636363636363,0.5853658536585366,5.0796008869179605,12.113636363636363,312.0,533.0,2.978886756238004,1.0,7.73921200750469
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,5.0,7.0,-0.16666665277777895,0.05084745741166331,17.5,0.5238095238095238,7.2095238095238106,17.5,110.0,208.0,2.9014778325123154,5.0,7.639423076923077
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,13.0,25.0,-0.31578946537396146,0.11411411377142909,13.375,0.4797507788161994,5.54190031152648,13.375,154.0,312.0,2.742857142857143,6.0,7.346153846153846
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,30.0,46.0,-0.21052631301939062,0.06270627057532485,14.038461538461538,0.5378995433789955,5.830544432736215,14.038461538461538,589.0,1094.0,2.826887661141805,17.0,7.579524680073126
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,45.0,23.0,0.3235294070069205,0.0662768030543111,13.72,0.4295432458697765,5.659817298347911,13.72,442.0,1021.0,2.5695695695695697,19.0,6.761998041136141
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,37.0,26.0,0.17460317183169569,0.05971563975382403,12.986301369863014,0.43670886075949367,5.369204092249003,12.986301369863014,414.0,945.0,2.538545059717698,17.0,6.757671957671958
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,27.0,5.0,0.6874999785156257,0.05536332170352366,7.309859154929577,0.47784200385356457,3.115080463513257,7.309859154929577,248.0,510.0,2.6534653465346536,1.0,7.08235294117647
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,46.0,7.0,0.7358490427198294,0.06198830402106631,13.03225806451613,0.46410891089108913,5.398546790162888,13.03225806451613,375.0,805.0,2.5460277427490543,5.0,6.816149068322981
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,34.0,6.0,0.6999999825000005,0.10362694273671777,17.476190476190474,0.5095367847411444,7.1942909043726475,17.476190476190474,187.0,365.0,2.8066298342541436,9.0,7.219178082191781
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,46.0,15.0,0.5081967129803818,0.05388692574744971,14.583333333333334,0.5114285714285715,6.0379047619047626,14.583333333333334,537.0,1047.0,2.7424975798644726,8.0,7.0983763132760265
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,26.0,70.0,-0.45833332855902786,0.13973799106297236,8.64864864864865,0.478125,3.65070945945946,8.64864864864865,306.0,634.0,2.6214511041009465,12.0,6.981072555205047
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,66.0,22.0,0.4999999943181819,0.11253196916556014,9.125,0.4,3.8100000000000005,9.125,292.0,725.0,2.4534075104311546,6.0,6.7282758620689656
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,26.0,32.0,-0.10344827407847804,0.07591623026712535,13.980392156862745,0.3899018232819074,5.748117592057861,13.980392156862745,278.0,712.0,2.412536443148688,1.0,6.61376404494382
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,26.0,21.0,0.10638297645993668,0.05731707310083284,10.26388888888889,0.516914749661705,4.312321455420238,10.26388888888889,382.0,735.0,2.762758620689655,7.0,7.438095238095238
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,25.0,73.0,-0.48979591336942946,0.13900709200140837,9.442857142857143,0.4826021180030257,3.970183704344068,9.442857142857143,319.0,653.0,2.6085626911314983,14.0,6.9632465543644715
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,24.0,11.0,0.37142856081632686,0.06410256398516014,12.973684210526315,0.48073022312373226,5.381765773460019,12.973684210526315,237.0,492.0,2.604651162790698,6.0,7.012195121951219
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,12.0,6.0,0.3333333148148158,0.054380664488275936,19.4,0.4845360824742268,7.95381443298969,19.4,141.0,291.0,2.8085106382978724,1.0,7.415807560137457
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,29.0,17.0,0.2608695595463139,0.074433656837486,20.107142857142858,0.48845470692717585,8.238239025628014,20.107142857142858,275.0,563.0,2.705989110707804,1.0,7.337477797513322
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,25.0,29.0,-0.07407407270233199,0.061503416786442576,13.096774193548388,0.4802955665024631,5.43082790402034,13.096774193548388,390.0,808.0,2.6129441624365484,6.0,7.038366336633663
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,38.0,11.0,0.5510203969179511,0.01792245793053312,9.015810276679842,0.40157825515124945,3.766955412732437,9.015810276679842,916.0,2279.0,2.3924111431316044,1.0,6.343571741992101
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,39.0,42.0,-0.03703703657978967,0.07323688962636808,11.954545454545455,0.49809885931558934,4.981057725544418,11.954545454545455,524.0,1047.0,2.6410505836575875,11.0,7.095510983763133
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,32.0,64.0,-0.33333332986111114,0.08421052624192059,15.477611940298507,0.5631629701060752,6.416309964161833,15.477611940298507,584.0,1037.0,2.7816205533596836,1.0,7.329797492767598
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,7.0,1.0,0.7499999062500118,0.034334763801138354,18.727272727272727,0.5194174757281553,7.698676081200353,18.727272727272727,107.0,205.0,2.984848484848485,3.0,7.668292682926829
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,32.0,4.0,0.7777777561728402,0.05381165911238915,14.547619047619047,0.47299509001636664,6.008245655054166,14.547619047619047,289.0,608.0,2.5723905723905722,2.0,6.858552631578948
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,38.0,34.0,0.05555555478395063,0.06889952146516791,8.59016393442623,0.4627862595419847,3.621180077587286,8.59016393442623,485.0,1038.0,2.5907335907335907,6.0,7.018304431599229
